VIN,"Stock Number",New/Used,MSRP,Year,Make,Model,"Body Style",Series,"Exterior Colour","Interior Colour",Trim,"Engine Size","Cylinder Count","Door Count","Drive configuration","Additional Options","Current Miles","Date Added to Inventory",Status,"Fuel Type","Vehicle Location","Certified Pre-owned",Price,"Transmission Description","Internet Description","Vehicle Class","Main Photo","Main Photo Last Modified Date","Extra Photos","Extra Photo Last Modified Date"
5TDKK3DC0DS284435,E2580,Used,17749,2013,Toyota,Sienna,van,,black,cloth,LE,3.5l,6," 4 Dr",FWD,"; LE; 3;5L V6; 6-Speed A/T; FWD; Mini-van; Passenger Back-Up Camera; Cloth Seats; Enhanced Climate Control; Handsfree Connectivity; Leather; Power Seats; Power Sliding Doors; Steering Wheel Audio Controls",129000,03/20/2020,"In Stock","regular unleaded",Dundas,TRUE,17749,Automatic,"Looking to Purchase or Finance a Toyota Sienna or just a Toyota Van? We carry 100's of handpicked vehicles and have multiple Toyota Vans in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Toyota Siennas or  similar Vans. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW TOYOTA SIENNA! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW TOYOTA SIENNA INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Toyota Sienna has Empire Auto Group's Seal of Approval. * This Toyota Sienna looks sharp in black. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",van,https://empireautolondon.com/inventory/E2580/01.jpg,"06/07/2020 12:27:48",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/E2580/02.jpg;https://empireautolondon.com/inventory/E2580/03.jpg;https://empireautolondon.com/inventory/E2580/04.jpg;https://empireautolondon.com/inventory/E2580/05.jpg;https://empireautolondon.com/inventory/E2580/06.jpg;https://empireautolondon.com/inventory/E2580/07.jpg;https://empireautolondon.com/inventory/E2580/08.jpg;https://empireautolondon.com/inventory/E2580/09.jpg;https://empireautolondon.com/inventory/E2580/10.jpg;https://empireautolondon.com/inventory/E2580/11.jpg;https://empireautolondon.com/inventory/E2580/12.jpg;https://empireautolondon.com/inventory/E2580/13.jpg;https://empireautolondon.com/inventory/E2580/14.jpg,"06/07/2020 10:45:58;06/07/2020 12:27:48;06/07/2020 12:27:48;06/07/2020 12:27:49;06/07/2020 12:27:49;06/07/2020 12:27:49;06/07/2020 12:27:49;06/07/2020 12:27:50;06/07/2020 12:27:50;06/07/2020 12:27:50;06/07/2020 12:27:50;06/07/2020 12:27:50;06/07/2020 12:27:50;06/07/2020 12:27:50"
3C4PDDFG6DT643234,E2533,Used,7738,2013,Dodge,"Journey ",suv,,red,"leather  ","R/T 7 PASS",3.6L,6,"4 Dr",AWD,"R/T; 3;6L V6; 6-Speed A/T; AWD; Sport Utility Enhanced Climate Control; Handsfree Connectivity; Heated Seats; Leather; Power Seats; Remote Start; Steering Wheel Audio Controls; Sun/Moon Roof 2 YEARS FREE OIL CHANGES WITH EVERY PURCHASE;",219879,02/28/2020,"In Stock","regular unleaded",Springbank,TRUE,7738,Automatic,"Looking to Purchase or Finance a Dodge Journey  or just a Dodge Suv? We carry 100's of handpicked vehicles and have multiple Dodge Suvs in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Dodge Journey s or  similar Suvs. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW DODGE JOURNEY ! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW DODGE JOURNEY  INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Dodge Journey  has Empire Auto Group's Seal of Approval. * This Dodge Journey  looks sharp in red. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",suv,https://empireautolondon.com/inventory/E2533/01.jpg,"06/07/2020 12:26:53",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/E2533/02.jpg;https://empireautolondon.com/inventory/E2533/03.jpg;https://empireautolondon.com/inventory/E2533/04.jpg;https://empireautolondon.com/inventory/E2533/05.jpg;https://empireautolondon.com/inventory/E2533/06.jpg;https://empireautolondon.com/inventory/E2533/07.jpg;https://empireautolondon.com/inventory/E2533/08.jpg;https://empireautolondon.com/inventory/E2533/09.jpg;https://empireautolondon.com/inventory/E2533/10.jpg;https://empireautolondon.com/inventory/E2533/11.jpg,"06/07/2020 10:45:58;06/07/2020 12:26:52;06/07/2020 12:26:53;06/07/2020 12:26:53;06/07/2020 12:26:54;06/07/2020 12:26:54;06/07/2020 12:26:54;06/07/2020 12:26:54;06/07/2020 12:26:54;06/07/2020 12:26:54;06/07/2020 12:26:54"
WP1AB2A26DLA81132,CONS02052020,Used,31738,2013,Porsche,Cayenne,suv,,blue,"brown leather","S * 4WD * NAVIGATION * LEATHER * HEATED SEATS * TOUCHSCREEN * MEMORY SEATS * BLUETOOTH *",4.8L,8,4Dr,4WD,"Bluetooth; Navigation; Alloy Wheels; Backup Sensor; Sunroof; Dual Climate Controls; All Wheel Drive; Security System; Premium Audio; Ventilated Seats; Power Windows; Power Lift Gates; Air Conditioning; Anti-Theft; Memory Seats; Heated Seats; Privacy Glass; Climate Control; Power Seat; Power Adjustable Seat; Hill Ascent Control; Keyless Entry; Cruise Control; Power Mirrors; Power Locks; Anti-Lock Brakes (ABS); Rear Window Wiper; Telescoping Steering; Tilt Steering; Child-Safety Locks; Inside Hood Release; Rear Defroster; Cup Holder; AM/FM Stereo; Rear Air & Heat; 2-YEAR FREE OIL CHANGES INCLUDED ON ALL OUR CERTIFIED VEHICLES",118895,02/05/2020,"In Stock",GASOLINE,Dundas,TRUE,31738,Automatic,"Looking to Purchase or Finance a Porsche Cayenne or just a Porsche Suv? We carry 100's of handpicked vehicles and have multiple Porsche Suvs in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Porsche Cayennes or  similar Suvs. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW PORSCHE CAYENNE! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW PORSCHE CAYENNE INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Porsche Cayenne has Empire Auto Group's Seal of Approval. * This Porsche Cayenne looks sharp in blue. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",suv,https://empireautolondon.com/inventory/CONS02052020/01.jpg,"06/07/2020 10:46:51",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/CONS02052020/02.jpg;https://empireautolondon.com/inventory/CONS02052020/03.jpg;https://empireautolondon.com/inventory/CONS02052020/04.jpg;https://empireautolondon.com/inventory/CONS02052020/05.jpg;https://empireautolondon.com/inventory/CONS02052020/06.jpg;https://empireautolondon.com/inventory/CONS02052020/07.jpg;https://empireautolondon.com/inventory/CONS02052020/08.jpg;https://empireautolondon.com/inventory/CONS02052020/09.jpg;https://empireautolondon.com/inventory/CONS02052020/10.jpg;https://empireautolondon.com/inventory/CONS02052020/11.jpg;https://empireautolondon.com/inventory/CONS02052020/12.jpg;https://empireautolondon.com/inventory/CONS02052020/13.jpg;https://empireautolondon.com/inventory/CONS02052020/14.jpg;https://empireautolondon.com/inventory/CONS02052020/15.jpg,"06/07/2020 10:45:58;06/07/2020 10:46:51;06/07/2020 10:46:52;06/07/2020 10:46:52;06/07/2020 10:46:52;06/07/2020 10:46:52;06/07/2020 10:46:52;06/07/2020 10:46:53;06/07/2020 10:46:53;06/07/2020 10:46:53;06/07/2020 10:46:53;06/07/2020 10:46:53;06/07/2020 10:46:53;06/07/2020 10:46:54;06/07/2020 10:46:54"
1G1JC5SHXD4131598,S4779,Used,2495,2013,Chevrolet,Sonic,sedan,,grey,black,"LT * USB * BLUETOOTH *",1.8L,4,4Dr,FWD,"2 year free oil changes included on all our certified vehicles",246883,11/26/2019,"In Stock",GASOLINE,Dundas,FALSE,2495,Automatic,"Looking to Purchase this Chevrolet Sonic or just looking for cars in this price range? We carry 100's of handpicked vehicles of all makes and models. They range from $400 and up! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Vehicles! New Vehicles Arriving Daily! THIS CHEVROLET SONIC IS A FRESH TRADE IN FROM A VALUED CUSTOMER AND BEING SOLD AS TRADED / AS IS. *  Wide range of options. Come see for yourself. SEE MORE AT : www.EMPIREAUTOGROUP.CA. WANT SOMETHING A BIT NEWER AT A MONTHLY BUDGET YOU CAN AFFORD? WE CAN HELP! REGARDLESS OF YOUR CURRENT CREDIT SITUATION WE SECURE A PAYMENT THAT FITS YOUR BUDGET! SAME DAY APPROVALS OR CALL 519.659.0888. ""This vehicle is being sold ""as-is"". This means that vehicle may be unfit for the road and is not e-tested. The vehicle is not represented as being in road worthy condition nor mechanically sound or maintained at any guaranteed level of quality. The vehicle may not be fit for use as a means of transportation and may require substantial repairs at the purchaser's expense. It may not be possible to register the vehicle to be driven in its current condition."" * All prices exclude HST and Licensing. At times we may require a down payment for financing.",sedan,https://empireautolondon.com/inventory/S4779/01.jpg,"06/07/2020 14:29:26",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/S4779/02.jpg;https://empireautolondon.com/inventory/S4779/03.jpg;https://empireautolondon.com/inventory/S4779/04.jpg;https://empireautolondon.com/inventory/S4779/05.jpg;https://empireautolondon.com/inventory/S4779/06.jpg;https://empireautolondon.com/inventory/S4779/07.jpg;https://empireautolondon.com/inventory/S4779/08.jpg;https://empireautolondon.com/inventory/S4779/09.jpg;https://empireautolondon.com/inventory/S4779/10.jpg;https://empireautolondon.com/inventory/S4779/11.jpg;https://empireautolondon.com/inventory/S4779/12.jpg;https://empireautolondon.com/inventory/S4779/13.jpg;https://empireautolondon.com/inventory/S4779/14.jpg;https://empireautolondon.com/inventory/S4779/15.jpg,"06/07/2020 10:45:58;06/07/2020 14:29:26;06/07/2020 14:29:27;06/07/2020 14:29:27;06/07/2020 14:29:27;06/07/2020 14:29:27;06/07/2020 14:29:27;06/07/2020 14:29:28;06/07/2020 14:29:28;06/07/2020 14:29:28;06/07/2020 14:29:28;06/07/2020 14:29:29;06/07/2020 14:29:29;06/07/2020 14:29:29;06/07/2020 14:29:29"
2C4RDGBG6DR728514,E2140,Used,11738,2013,Dodge,"Grand Caravan",van,,grey,"gery very clean inside out","SXT 7PASS",3.6L,6,"4 Dr",FWD,"2-year free oil changes included on all our certified vehicles",304820,09/26/2019,"In Stock","regular unleaded",Dundas,TRUE,11738,Automatic,"Looking to Purchase or Finance a Dodge Grand Caravan or just a Dodge Van? We carry 100's of handpicked vehicles and have multiple Dodge Vans in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Dodge Grand Caravans or  similar Vans. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW DODGE GRAND CARAVAN! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW DODGE GRAND CARAVAN INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Dodge Grand caravan has Empire Auto Group's Seal of Approval. * This Dodge Grand caravan looks sharp in grey. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",van,https://empireautolondon.com/inventory/E2140/01.jpg,"06/07/2020 12:11:06",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/E2140/02.jpg;https://empireautolondon.com/inventory/E2140/03.jpg;https://empireautolondon.com/inventory/E2140/04.jpg;https://empireautolondon.com/inventory/E2140/05.jpg;https://empireautolondon.com/inventory/E2140/06.jpg;https://empireautolondon.com/inventory/E2140/07.jpg;https://empireautolondon.com/inventory/E2140/08.jpg;https://empireautolondon.com/inventory/E2140/09.jpg;https://empireautolondon.com/inventory/E2140/10.jpg;https://empireautolondon.com/inventory/E2140/11.jpg;https://empireautolondon.com/inventory/E2140/12.jpg,"06/07/2020 10:45:58;06/07/2020 12:11:07;06/07/2020 12:11:07;06/07/2020 12:11:07;06/07/2020 12:11:08;06/07/2020 12:11:07;06/07/2020 12:11:08;06/07/2020 12:11:08;06/07/2020 12:11:08;06/07/2020 12:11:08;06/07/2020 12:11:08;06/07/2020 12:11:08"
1FADP3N22DL355836,S4702,Used,13745,2013,Ford,Focus,hatchback,,blue,"black leather","TITANIUM * LEATHER * BACK UP CAMERA * SUNROOF * NAVIGATION * BLUETOOTH *",2.0L,4,4Dr,FWD,"2-YEAR FREE OIL CHANGES INCLUDED ON ALL OUR CERTIFIED VEHICLES",136695,09/16/2019,"In Stock",GASOLINE,Southdale,TRUE,13745,Automatic,"Looking to Purchase or Finance a Ford Focus or just a Ford Hatchback? We carry 100's of handpicked vehicles and have multiple Ford Hatchbacks in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Ford Focuss or  similar Hatchbacks. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW FORD FOCUS! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW FORD FOCUS INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Ford Focus has Empire Auto Group's Seal of Approval. * This Ford Focus looks sharp in blue. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",hatchback,https://empireautolondon.com/inventory/S4702/01.jpg,"06/07/2020 14:21:02",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/S4702/02.jpg;https://empireautolondon.com/inventory/S4702/03.jpg;https://empireautolondon.com/inventory/S4702/04.jpg;https://empireautolondon.com/inventory/S4702/05.jpg;https://empireautolondon.com/inventory/S4702/06.jpg;https://empireautolondon.com/inventory/S4702/07.jpg;https://empireautolondon.com/inventory/S4702/08.jpg;https://empireautolondon.com/inventory/S4702/09.jpg;https://empireautolondon.com/inventory/S4702/10.jpg;https://empireautolondon.com/inventory/S4702/11.jpg;https://empireautolondon.com/inventory/S4702/12.jpg;https://empireautolondon.com/inventory/S4702/13.jpg;https://empireautolondon.com/inventory/S4702/14.jpg;https://empireautolondon.com/inventory/S4702/15.jpg;https://empireautolondon.com/inventory/S4702/16.jpg;https://empireautolondon.com/inventory/S4702/17.jpg;https://empireautolondon.com/inventory/S4702/18.jpg;https://empireautolondon.com/inventory/S4702/19.jpg;https://empireautolondon.com/inventory/S4702/20.jpg;https://empireautolondon.com/inventory/S4702/21.jpg;https://empireautolondon.com/inventory/S4702/22.jpg;https://empireautolondon.com/inventory/S4702/23.jpg;https://empireautolondon.com/inventory/S4702/24.jpg,"06/07/2020 10:45:58;06/07/2020 14:21:02;06/07/2020 14:21:02;06/07/2020 14:21:02;06/07/2020 14:21:03;06/07/2020 14:21:03;06/07/2020 14:21:03;06/07/2020 14:21:03;06/07/2020 14:21:03;06/07/2020 14:21:03;06/07/2020 14:21:04;06/07/2020 14:21:04;06/07/2020 14:21:04;06/07/2020 14:21:04;06/07/2020 14:21:04;06/07/2020 14:21:05;06/07/2020 14:21:04;06/07/2020 14:21:05;06/07/2020 14:21:05;06/07/2020 14:21:05;06/07/2020 14:21:05;06/07/2020 14:21:05;06/07/2020 14:21:06;06/07/2020 14:21:06"
JN8AF5MR1DT204971,E2014,Used,13995,2013,Nissan,Juke,suv,,silver,grey,"*5 PASSENGER* ",1.6l,4,"4 Dr",FWD,"5 PASSENGER; DUAL AIR BAGS; POWER WINDOWS; AIR CONDITIONING; HARD TOP; RF SIDE AIRBAG; AIRBAG FRONT LEFT; LF SIDE AIRBAG; AIRBAG FRONT LEFT; MP3 CAPABILITY; TILT WHEEL; AIRBAG FRONT RIGHT; POWER LOCKS; TRACTION CONTROL; AM/FM/CD; POWER MIRRORS; CLOTH SEATS; POWER MIRRORS; CRUISE CONTROL; POWER STEERING 2-year free oil changes included on all our certified vehicles",95684,08/09/2019,"In Stock","regular unleaded",Springbank,TRUE,13995,Manual,"Looking to Purchase or Finance a Nissan Juke or just a Nissan Suv? We carry 100's of handpicked vehicles and have multiple Nissan Suvs in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Nissan Jukes or  similar Suvs. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW NISSAN JUKE! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW NISSAN JUKE INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Nissan Juke has Empire Auto Group's Seal of Approval. * This Nissan Juke looks sharp in silver. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",suv,https://empireautolondon.com/inventory/E2014/01.jpg,"06/07/2020 11:58:31",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/E2014/02.jpg;https://empireautolondon.com/inventory/E2014/03.jpg;https://empireautolondon.com/inventory/E2014/04.jpg;https://empireautolondon.com/inventory/E2014/05.jpg;https://empireautolondon.com/inventory/E2014/06.jpg;https://empireautolondon.com/inventory/E2014/07.jpg;https://empireautolondon.com/inventory/E2014/08.jpg;https://empireautolondon.com/inventory/E2014/09.jpg;https://empireautolondon.com/inventory/E2014/10.jpg;https://empireautolondon.com/inventory/E2014/11.jpg;https://empireautolondon.com/inventory/E2014/12.jpg;https://empireautolondon.com/inventory/E2014/13.jpg;https://empireautolondon.com/inventory/E2014/14.jpg;https://empireautolondon.com/inventory/E2014/15.jpg;https://empireautolondon.com/inventory/E2014/16.jpg;https://empireautolondon.com/inventory/E2014/17.jpg;https://empireautolondon.com/inventory/E2014/18.jpg;https://empireautolondon.com/inventory/E2014/19.jpg;https://empireautolondon.com/inventory/E2014/20.jpg;https://empireautolondon.com/inventory/E2014/21.jpg;https://empireautolondon.com/inventory/E2014/22.jpg;https://empireautolondon.com/inventory/E2014/23.jpg,"06/07/2020 10:45:58;06/07/2020 11:58:31;06/07/2020 11:58:31;06/07/2020 11:58:31;06/07/2020 11:58:31;06/07/2020 11:58:32;06/07/2020 11:58:32;06/07/2020 11:58:32;06/07/2020 11:58:33;06/07/2020 11:58:32;06/07/2020 11:58:33;06/07/2020 11:58:33;06/07/2020 11:58:36;06/07/2020 11:58:33;06/07/2020 11:58:33;06/07/2020 11:58:34;06/07/2020 11:58:34;06/07/2020 11:58:34;06/07/2020 11:58:34;06/07/2020 11:58:34;06/07/2020 11:58:35;06/07/2020 11:58:35;06/07/2020 11:58:35"
1N6BF0LY8DN100183,E1992,Used,20738,2013,Nissan,Nv,"conversion van",,white,"greyhigh roof 2500 v6 sv *backup camera*navi*","2500 V6 SV ",4.0L,6,"3 Dr",RWD,"AIR CONDITIONING; BACKUP CAMERA;; CRUISE CONTROL; KEYLESS ENTRY; NAVI; PARKING SENSORS; POWER SEATS 2-YEAR FREE OIL CHANGES INCLUDED ON ALL OUR CERTIFIED VEHICLES",108789,08/02/2019,"In Stock","regular unleaded",Southdale,TRUE,20738,Automatic,"Looking to Purchase or Finance a Nissan Nv or just a Nissan Conversion Van? We carry 100's of handpicked vehicles and have multiple Nissan Conversion Vans in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Nissan Nvs or  similar Conversion Vans. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW NISSAN NV! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW NISSAN NV INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Nissan Nv has Empire Auto Group's Seal of Approval. * This Nissan Nv looks sharp in white. SEE MORE AT : www.EMPIREAUTOGROUP.CA.","conversion van",https://empireautolondon.com/inventory/E1992/01.jpg,"06/07/2020 11:57:16",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/E1992/02.jpg;https://empireautolondon.com/inventory/E1992/03.jpg;https://empireautolondon.com/inventory/E1992/04.jpg;https://empireautolondon.com/inventory/E1992/05.jpg;https://empireautolondon.com/inventory/E1992/06.jpg;https://empireautolondon.com/inventory/E1992/07.jpg;https://empireautolondon.com/inventory/E1992/08.jpg;https://empireautolondon.com/inventory/E1992/09.jpg;https://empireautolondon.com/inventory/E1992/10.jpg;https://empireautolondon.com/inventory/E1992/11.jpg;https://empireautolondon.com/inventory/E1992/12.jpg;https://empireautolondon.com/inventory/E1992/13.jpg;https://empireautolondon.com/inventory/E1992/14.jpg;https://empireautolondon.com/inventory/E1992/15.jpg;https://empireautolondon.com/inventory/E1992/16.jpg;https://empireautolondon.com/inventory/E1992/17.jpg,"06/07/2020 10:45:58;06/07/2020 11:57:16;06/07/2020 11:57:16;06/07/2020 11:57:16;06/07/2020 11:57:16;06/07/2020 11:57:16;06/07/2020 11:57:17;06/07/2020 11:57:17;06/07/2020 11:57:17;06/07/2020 11:57:17;06/07/2020 11:57:17;06/07/2020 11:57:17;06/07/2020 11:57:18;06/07/2020 11:57:18;06/07/2020 11:57:18;06/07/2020 11:57:18;06/07/2020 11:57:18"
1C4NJPAA3DD151724,E1919,Used,9988,2013,Jeep,Patriot,suv,,silver,grey,"*HEATED SEATS-DRIVER AND PASSENGER*",2.0l,4,"4 Dr",FWD,"5 PASSENGER; HARD TOP; ROOF LUGGAGE RACK; AIR CONDITIONING; HEATED MIRRORS; S AIRBAG LEFT; FRONT; AIRBAG FRONT LEFT; LEFT CURTAIN AIRBAG; AIRBAG FRONT RIGHT; LF SIDE AIRBAG; TILT WHEEL; CLOTH SEATS; POWER LOCKS; CRUISE CONTROL; POWER MIRRORS; TRACTION CONTROL; CURTAIN AIRBAG; POWER STEERING; TRAILER HITCH; DRIVE TRAIN - 2 WHEEL; POWER WINDOWS; DUAL AIR BAGS; REAR WIPER; FOG LIGHTS; RF SIDE AIRBAG 2-YEAR FREE OIL CHANGES INCLUDED ON ALL OUR CERTIFIED VEHICLES",126860,06/26/2019,"In Stock","regular unleaded",Dundas,TRUE,9988,Manual,"Looking to Purchase or Finance a Jeep Patriot or just a Jeep Suv? We carry 100's of handpicked vehicles and have multiple Jeep Suvs in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Jeep Patriots or  similar Suvs. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW JEEP PATRIOT! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW JEEP PATRIOT INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Jeep Patriot has Empire Auto Group's Seal of Approval. * This Jeep Patriot looks sharp in silver. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",suv,https://empireautolondon.com/inventory/E1919/01.jpg,"06/07/2020 11:43:24",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/E1919/02.jpg;https://empireautolondon.com/inventory/E1919/03.jpg;https://empireautolondon.com/inventory/E1919/04.jpg;https://empireautolondon.com/inventory/E1919/05.jpg;https://empireautolondon.com/inventory/E1919/06.jpg;https://empireautolondon.com/inventory/E1919/07.jpg;https://empireautolondon.com/inventory/E1919/08.jpg;https://empireautolondon.com/inventory/E1919/09.jpg;https://empireautolondon.com/inventory/E1919/10.jpg;https://empireautolondon.com/inventory/E1919/11.jpg;https://empireautolondon.com/inventory/E1919/12.jpg;https://empireautolondon.com/inventory/E1919/13.jpg;https://empireautolondon.com/inventory/E1919/14.jpg;https://empireautolondon.com/inventory/E1919/15.jpg,"06/07/2020 10:45:58;06/07/2020 11:43:24;06/07/2020 11:43:24;06/07/2020 11:43:24;06/07/2020 11:43:24;06/07/2020 11:43:25;06/07/2020 11:43:25;06/07/2020 11:43:25;06/07/2020 11:43:25;06/07/2020 11:43:25;06/07/2020 11:43:25;06/07/2020 11:43:26;06/07/2020 11:43:26;06/07/2020 11:43:26;06/07/2020 11:43:26"
5NPEB4AC3DH562032,E1753,Used,5745,2013,Hyundai,Sonata,sedan,,blue,"gery very clean inside out",*GLS*,2.4L,4,4Dr,FWD,"2-YEAR FREE OIL CHANGES INCLUDED ON ALL OUR CERTIFIED VEHICLES",199853,04/01/2019,"In Stock","Regular unleaded",Dundas,TRUE,5745,Automatic,"Looking to Purchase or Finance a Hyundai Sonata or just a Hyundai Sedan? We carry 100's of handpicked vehicles and have multiple Hyundai Sedans in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Hyundai Sonatas or  similar Sedans. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW HYUNDAI SONATA! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW HYUNDAI SONATA INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Hyundai Sonata has Empire Auto Group's Seal of Approval. * This Hyundai Sonata looks sharp in blue. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",sedan,https://empireautolondon.com/inventory/E1753/01.jpg,"06/07/2020 11:16:05",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/E1753/02.jpg;https://empireautolondon.com/inventory/E1753/03.jpg;https://empireautolondon.com/inventory/E1753/04.jpg;https://empireautolondon.com/inventory/E1753/05.jpg;https://empireautolondon.com/inventory/E1753/06.jpg;https://empireautolondon.com/inventory/E1753/07.jpg;https://empireautolondon.com/inventory/E1753/08.jpg;https://empireautolondon.com/inventory/E1753/09.jpg;https://empireautolondon.com/inventory/E1753/10.jpg;https://empireautolondon.com/inventory/E1753/11.jpg;https://empireautolondon.com/inventory/E1753/12.jpg;https://empireautolondon.com/inventory/E1753/13.jpg;https://empireautolondon.com/inventory/E1753/14.jpg;https://empireautolondon.com/inventory/E1753/15.jpg;https://empireautolondon.com/inventory/E1753/16.jpg;https://empireautolondon.com/inventory/E1753/17.jpg;https://empireautolondon.com/inventory/E1753/18.jpg;https://empireautolondon.com/inventory/E1753/19.jpg;https://empireautolondon.com/inventory/E1753/20.jpg,"06/07/2020 10:45:58;06/07/2020 11:16:06;06/07/2020 11:16:06;06/07/2020 11:16:06;06/07/2020 11:16:06;06/07/2020 11:16:06;06/07/2020 11:16:06;06/07/2020 11:16:06;06/07/2020 11:16:07;06/07/2020 11:16:07;06/07/2020 11:16:07;06/07/2020 11:16:07;06/07/2020 11:16:07;06/07/2020 11:16:07;06/07/2020 11:16:07;06/07/2020 11:16:08;06/07/2020 11:16:08;06/07/2020 11:16:08;06/07/2020 11:16:08;06/07/2020 11:16:08"
